"RW:avgAct_d"	"RW:avgAct_n"	"RW:avgWak_d"	"RW:avgWak_n"	"RW:slpBout_d"	"RW:slpBout_n"	"RW:slpLtcy_d"	"RW:slpLtcy_n"	"RW:slpLen_d"	"RW:slpLen_n"	"RW:slp_d"	"RW:slp_n"	"On:mean:STIM"	"On:mean:POST"	"On:mean:STIM1"	"On:mean:POST1"	"On:mean:STIM-POST"	"On:mean:STIM5"	"Off:mean:STIM"	"Off:mean:POST"	"Off:mean:STIM1"	"Off:mean:POST1"	"Off:mean:STIM-POST"	"Off:mean:STIM5"
"Clofarabine"	0.353318843590103	0.540417784602963	0.380294616402902	0.115918051348274	-0.17934742043731	-0.0861017366895434	-0.358898984697464	0.168383660725175	0.216385110810522	-0.0243970873422227	-0.215512881290309	-0.454673653968299	0.30003334795091	0.371551741976102	0.500291313850067	0.326112372122007	0.226007744054443	0.113914131203567	-0.244158669557775	-0.276552609235969	-0.0886323449438332	-0.570778732479326	-0.226200392018747	-0.0442660698592177
"Triptorelin Acetate"	0.573085921290949	0.275722081695668	0.512111946829533	-0.634947855999904	-0.69208997278991	0.713786462957327	0.253703905452382	-0.227193187677106	0.265938072271631	-0.696225208821113	-0.317726269582491	-0.465458971919501	0.355076421765286	0.425327404219854	0.319755553166828	0.302049737055887	0.296138157076419	0.0104339586955115	0.356567802848984	0.655389565514065	-0.0479744112884924	0.523970847024563	0.105029712050027	0.447916951910846
"Altretamine"	0.286465890200768	-0.277111637791327	0.329859325442862	0.558394279266557	-0.278017731115645	-0.286887733511417	0.509298536822728	-0.40731795607176	0.239827776504381	0.594409417786263	0.0850186934716014	0.487014967679476	0.142046984480351	0.303933103121048	0.177077129260727	0.764537148801895	0.0965483515564809	-0.50985858650467	-0.367156861986459	0.0232109138273135	-0.168356502697633	-0.0472768212383814	-0.514488223849021	0.199155089299677
"Vinblastine Sulfate"	-0.412158961506127	-0.907572497386156	-0.298585845116749	-0.0826215509176255	0.00624231844764995	-0.413804592435366	-0.261634059236142	-0.42922659814676	0.240507759805108	0.659218920543352	0.204921721488824	0.876755980227275	0.153637369486897	0.353174884007075	0.278995732774501	0.575498507455986	0.0958376719904564	-0.243835978341438	0.143743234463891	0.47365849216804	0.150518381385477	0.838767099150449	0.0178013963589061	0.305497433429808
"Chloramphenicol"	-0.407768227454777	-0.110094492422458	-0.608080043680574	0.23060072495969	0.418849306632044	0.409093074210069	-2.69077811582929e-16	-0.325654763423384	-0.277338814248425	-0.0879798450503617	0.138810750557919	0.299083309006283	0.0185418277464362	0.221536319647388	0.159771408297707	0.719857305920846	-0.0110510555228545	-0.479543239572792	0.0311730099877628	0.118903437771785	0.209804952163216	0.288090990115044	0.00379253158473258	0.319425811815525
"Sulindac"	-1.19326388928622	-0.560765813923968	-1.05017145103418	1.15940336764359	-0.331332149558265	-0.713058175712524	0.144381167228109	-0.728215116636259	0.667566300100067	0.617154956999746	0.797207777684144	0.941144553893973	0.68048184144295	0.88419838327487	0.233346701750314	0.986733548292726	0.451783193769777	0.312057243690916	-0.214055401633471	0.0743455501733509	-0.0235065380570334	0.280208618288855	-0.310881626602289	0.0497497893227065
"Bexarotene"	-1.6694446887482	-1.70268377533441	-0.815708257718287	-1.86023670807436	-1.80858243081844	-1.77669490360871	-0.73169785462686	-1.18821601266761	1.72174009687057	NA	1.73128085688711	1.59042645025159	-0.236829102343177	-0.650121367839432	0.0630614358278372	-0.243033193151482	-0.177543948166736	-0.559258940715804	0.0342307329390366	-0.360278908739853	0.157873252530538	-0.0982684391093614	0.0851694725356608	0.194276013402197
"Dolasetron"	-0.0425288724317635	0.240212454613626	0.276066467495347	0.815252001660744	0.241442317419374	-0.106748660260938	0.415539014621579	-0.351573372137659	0.111427206759009	0.0210430123499727	0.554853899662381	0.332489391910108	0.529829600661518	0.459770147294137	0.541996088161903	0.976813420646831	0.483181994618192	-0.173620973509138	0.39552503629037	-0.00823263229612552	0.614122605341935	0.592346409628391	0.46063283663781	0.099830143893573
"Cabergoline"	-1.25364583600134	-1.00467280370934	-0.741090693232948	0.423459628940654	0.0919342216129026	-1.00467630682719	-0.803186745167289	-0.578051928187948	0.635510592433	0.686918657160884	0.991593119942279	1.2125564632991	1.04694928600205	0.959313807625551	0.761240366998917	0.892533540624072	0.929062623138678	0.266707610095267	0.141451675129016	0.145917558795273	-2.13525799026851e-16	-0.0778101302378905	0.129410596840966	0.110936663072879
"Risedronic Acid"	-0.293489420821065	0.159137600430401	-0.11794097695444	0.120519478374186	0.0934490422203327	0.655684178038557	-0.185095053280088	-0.206138147747907	0.286515074103581	-0.545267958824024	0.211625680160226	-0.162316940941583	0.602548164264168	0.589663545740336	0.526730000929222	0.787569808289758	0.502842218162868	-0.280517605645749	-0.282087975524934	-0.201262657410621	-0.478412566092042	-0.306975601679086	-0.285383032401816	-0.496161968720959
"Alendronate·Na Trihydrate"	-0.686217954418662	-0.604056458500374	-0.300276087794496	0.231266984254694	-0.119246589982093	-0.559926540267966	-0.65715279150051	-0.388370675981389	0.359828987044847	0.742968064193958	0.410806629220991	0.825727736334606	0.568033555125265	0.661504205263552	0.113720034624295	0.762311720653915	0.453598803520646	0.579285710023465	-0.856778491766321	-0.517402408607473	-0.381572443311539	-0.177952370427566	-0.877323141661906	-0.704143203903793
"Azithromycin"	0.0825563169341436	-0.065873213462745	-0.149626266814345	1.043801045421	0.419994871357528	-0.296107708760565	0.185290424140739	-0.211404494236973	-0.068768442946367	0.616311413951899	0.142051238091377	0.664288639831752	0.059250534235643	0.364928367215991	-0.0727652789923147	0.46673376883914	0.00539418167737247	-0.283381321959399	-0.642153343913917	-0.231881999396107	-0.412920352938329	0.249243927324242	-0.701136860414778	-0.564243192032941
"Chlorambucil"	-1.02641466789789	0.43836468922308	-0.327395406059088	0.756515595538292	0.0386146810521811	-0.245879679029399	-0.328697565308993	-0.154940459291839	0.461830588431961	-0.244230313609918	0.924572030089798	-0.00643781036360373	0.718078732934439	0.687360562742049	0.674278692453182	0.930048352932891	0.705465460487643	0.322359523902432	-0.614566978041148	-0.222274920957222	-0.721617063096512	-0.14465834717572	-0.687000332336897	-0.220655381316916
"Valproate·Na"	-0.406087078171442	0.252558010484777	0.199542339741322	0.672721478432701	-0.362732637150726	0.109216178856416	0.272678287136805	-0.330659338692302	0.705879666099269	0.158948250389029	0.777308201229281	-0.0509523955326603	0.288196540525833	0.428715807162321	-0.164468885334811	0.354563893217503	0.207834128635692	-0.388194699925065	-0.46235952031314	-0.242175510967883	-0.677864644455803	-0.46410198388859	-0.476655796324304	-0.310535850657515
"Tranexamic Acid"	0.172591494685461	0.278276914448046	-0.0369354067840137	0.509175307357547	-0.149636111056413	0.0582516062539788	-0.28041483311779	-0.262350794548217	0.133723454171242	0.0443550053890581	-0.0561874590012083	-0.264015674939694	0.546161889155093	0.71400198076755	0.579716064170292	0.799303547281148	0.501849057227641	0.32368699887356	-0.615056652075323	-0.356464664409575	-0.513607695378357	-0.558798013726205	-0.638136692172864	-0.313654121588842
"Enalaprilat Maleate"	-0.494862569394107	-0.393839669942815	-0.815713232584334	-0.116800605318951	0.00360311310614063	-0.095939629716491	0.181006996449123	-0.360722428941233	0.0445001914359948	0.167295637690738	-0.225463207685897	0.24877772053474	0.742044087279022	0.126668357048358	0.512497263284712	0.612273875298566	0.895383117532705	-0.0179208616781859	0.232314226525116	0.191044177290769	0.334041356534447	0.0891305392621074	0.202929501882273	-0.475944569827834
"Ibandronate·Na Monohydrate"	0.00991234989761528	-0.265034667760618	-0.355713305796028	0.0905369933447452	-0.0627736251090959	-0.454343458841969	0.149918544658669	-0.564074016149717	0.0940007032841755	0.494094494874992	-0.0702547056146358	0.554937799747537	0.827243495787674	0.342108221477804	0.807355061610231	0.846408287439972	0.913138920811466	-0.22194622008629	0.0718010432709221	0.044046376761164	-0.155814143174172	0.0277151087155084	0.0789489601900697	-0.0886273375147162
"Rocuronium Bromide"	-0.20136869416751	-1.32158934061032	0.409491265173703	0.122460531179332	-0.0572369836844511	-0.596994959042438	-0.57626865392569	-0.335852549291948	0.52381067952978	0.644210427553148	0.631634469496823	1.52122791238243	0.573502580635724	-0.104206687552888	0.516174503316809	0.416140076122523	0.755166588725583	-0.313138842234062	0.419254422587042	0.179482071339548	0.330902421086906	-0.0203927320529788	0.463655945192887	0.103796481232868
"Albendazole"	-1.49571699234563	-0.936945667773123	-0.863154567198049	0.174280214584335	-0.148204084254072	-0.625091708007106	0.155027216405834	-1.32471013471259	0.708261432984221	0.790365313580724	1.31840730042894	1.22703120762529	1.16349267927691	0.633389695889539	0.883982854645571	1.08212778203787	1.21499828839867	0.713577307725202	-0.467609359601024	-0.582415851460528	-0.172837126353164	-0.403599002076969	-0.292510398693371	-0.620914087631635
"Aztreonam"	-0.480676426591358	-0.441102139522115	-0.884870985542051	-0.423935451313933	0.194046967015626	0.0381547497474314	0.0749165796033372	-0.855764362547874	-0.0488542108731432	0.219946177012986	-0.123397705379264	0.279180039313697	0.569594644241327	-0.151500799383329	0.70393187042142	0.366515730167945	0.856488491167958	-0.238857613079973	0.385386430501777	0.21552840939143	0.242948802937062	0.0153654280349446	0.424164168571218	0.46464370344705
"Chlorpheniramine Maleate"	-0.97881122183071	-1.63202934957886	-0.735439093047058	0.448991094621029	-1.03675640228355	-1.50197358592303	-0.806810632197181	-1.08968319069258	0.885007359718583	1.29220170180943	1.14870460924528	1.65248021200081	0.169503572525424	-0.430019176199723	0.469816879905585	-0.260219673835641	0.508240517750767	-0.398093448386035	-1.04182029217941	-0.678988623105394	-0.919755851956589	-0.480847312577359	-1.0057582337896	-0.630811358629026
"Calcipotriene"	-1.69854878595907	-1.85248250747537	-0.542583099918391	-1.74284195842751	-1.81272816486827	-1.83588027592142	-1.1423504449192	-1.34590922328587	1.69294098370312	NA	1.69145894618986	1.81439338304627	1.32187297585738	1.29189222353949	1.26086287293916	1.46489049222174	1.19430703833285	0.577436963668588	0.415040887057441	0.408691822493043	-0.193492324498858	0.227020674367358	0.363524497995759	0.265275828141512
"Celecoxib"	-1.686214531649	-1.69352390921029	-1.74266990880036	-1.82286765572554	-1.54335453800891	-1.8223763433209	-0.573893222802033	-1.28945789186455	1.55911000906624	NA	1.72499958929912	1.68592904347595	1.03291721386505	1.28483590985841	-0.209603109702872	0.699052747993115	0.795514696070546	0.963057097115206	0.573757459826975	0.876191262947256	0.392098480229062	0.900621196792118	0.271195823890385	0.344489865970996
"Fluvastatin"	-0.285221053448448	-0.241407533401062	0.176198329148392	0.150626644790992	0.17504744682527	-0.0281209404706418	-0.462891027879328	0.105290982301349	0.0428573444046841	0.220718461926881	0.525561128999817	0.232274784098835	0.185239758510564	-0.234325514928944	-0.145932073032376	-0.0590461721176493	0.231617775168711	0.503663052633639	0.883782142867016	1.13149325012582	0.664370462309411	0.883843944951975	0.700379576491642	0.634832381452272
"Imipenem"	-0.390649803226891	-0.444474564898083	0.0343480117789852	-0.548418166334008	0.154850622347114	0.158120038238108	-0.318151788343766	-0.0140196632617294	-0.0676423998741574	-0.140443211264931	0.357887322769709	0.364747806412853	0.21081489498306	0.019261079890884	-0.603306412823472	0.0340599928497715	0.221981753953347	0.574334348596347	0.965020975159016	0.951890187741654	0.634311193479643	0.809763130295457	0.887767520988708	0.77755521645284
"Vinorelbine"	-0.363978210318929	-0.776095080523167	0.153563547448597	-0.958786443854048	-0.263967296367451	0.322173178937618	-0.487178399200471	-0.130111030669101	0.234399982393708	0.0901092301312218	0.282716686575907	0.361876721532823	0.266337019814983	0.335093019435002	-0.403979418468472	0.287037085811669	0.19681409407549	0.737775689408477	0.549592292913507	0.668642680542137	0.461798831275936	0.633652521845559	0.502979689539848	0.624305267663026
"Sumatriptan Succinate"	-0.59969709249873	-0.328977505239852	-0.180945923011748	0.203485104490164	-0.079130846686392	0.133549510112517	-0.459409140371639	0.243357445832149	0.0577374430421513	0.147571678200886	0.502466547105947	0.411128736975295	-0.809363907499803	-0.5058125989684	-0.8595452913537	-0.553132907651783	-0.730164611479626	0.408248290463863	0.568105719384663	0.20614995523467	0.625594852254372	0.618649223968694	0.587447075645962	-0.0422345226634313
"Betamethasone"	-0.278491861233076	0.515007999056626	0.0216406573978231	0.905114883845976	0.0878683655866305	-0.51799442661637	-0.33777222126009	0.807525739841671	0.00423028506014225	0.448005672294218	0.470508456893751	0.0197183727849855	0.0258549136126656	-0.371071420590624	-0.250204532713825	-0.0834859460020074	0.105247716926242	0.595422487266787	0.843617641526078	0.916151559590236	0.532515689729279	0.653713867743653	0.764431288714423	0.713760675715022
"Chloroquine Diphosphate"	0.175327903898012	-1.06378979181772	0.960710533954429	-0.0882469432388302	0.765665619555105	-0.974005679641707	-0.555108787847142	-0.445013474422138	-0.250835950116133	0.817750363446654	0.7946642423256	1.07289580066235	0.506283705158746	0.485320994780919	-0.0723428315681294	0.457733427619652	0.432804119185255	0.506323269528379	0.659684812879736	0.803505698628814	0.782658499866757	0.820286402364292	0.610484697710265	-0.342552567570126
"Buspirone·HCl"	-0.74075588756337	0.0280879839446565	0.199830724822949	0.70954513489275	-0.40663590358284	-0.896976692220311	-0.745072637563637	-1.15591680134812	0.862432351309611	0.960317441897957	0.923136569169086	0.454198084799978	0.335774340854764	0.573509392122862	0.276499035118416	0.190222106220651	0.177275396590348	0.166550671448509	-0.515377701741452	-0.517493831002924	-0.412015427790518	-0.446567158232415	-0.490347123046877	-0.210682232678819
"Ciprofloxacin"	0.00484849656886389	0.103033559901297	-0.262707711465924	-0.376598013697164	-0.117097007554566	0.534253780393131	0.343395895730596	0.05956561428909	0.160561914072663	-0.442401403313942	-0.0193936847352744	-0.596141662446904	-0.0321922232917896	-0.0677715063215915	-0.295679825038389	-0.0738095402697556	-0.018444401054365	-0.0586596512254778	-0.211972510951412	-0.342214645939538	-0.225371712644249	-0.191277729337909	-0.136535661346551	-0.460660663460215
"Bortezomib"	-1.08882378654223	0.441161308268397	-1.5527696693527	-0.147730332202551	0.682888423309927	0.784245436868344	0.143319648484928	0.243337372026754	-0.20880849259977	-0.531704874632261	-0.147446170229226	-0.672200881851855	0.101767846560159	-0.196022503105083	0.420107732385914	0.0626114415089816	0.174655248259302	-0.0619173769846392	-0.132619351626896	-0.279850058948694	-0.0615572381257964	-0.288063894687614	-0.0383268688006715	-0.389151130384711
"Anastrozole"	-0.177701956343688	-0.284054417748792	-0.80282505931074	-0.328101194845947	-0.36273626697045	0.0165733863415491	-0.225954077611632	0.206801029926424	0.00942826368492484	0.231031504234151	-0.369349534538941	-0.1316091870572	0.149541781745065	-0.129655936717467	0.428942187161101	0.0632455074461049	0.204242088092306	0.146627549607696	0.107832399861303	-0.292719927928028	0.291122579996084	-0.3282372423657	0.26795180138508	-0.0605250536226458
"Granisetron·HCl"	-0.902252677774532	-0.503095162971088	-0.814560462856647	-0.0152548358404912	-0.135767199840353	-0.63969866305211	-0.26833455173144	0.27459842565267	0.413206422370942	0.575640542525271	0.542021649113764	0.35339870938793	-0.074615922667037	-0.263841659000068	-0.0575003788790123	-0.0597720852356971	-0.0237023203566881	0.0225710425050359	-0.0691770405227327	-0.413343517553205	0.15708871430667	-0.172454618843855	0.0931487834050373	-0.665767595927591
"Meropenem"	0.0870433845188356	0.0843292197092946	-0.155523537509044	-0.128969663023054	-0.276897147472386	0.310965642549694	0.103588578556258	0.333347927292901	0.113727437488992	-0.325890847994052	-0.260230053162485	-0.457891499869977	-0.0262794769462495	0.00379769646014033	0.0742684168601024	0.142126462113036	-0.0325571709161413	0.120547148411626	-0.622507976999085	-0.665588941102289	-0.270301856835997	-0.687746201900207	-0.5581287585659	-0.593254790028959
"Aspirin (Acetylsalicylic Acid)"	-0.359504111049352	0.279515936069427	-0.68817607500678	-0.374694610784181	-0.0248117485692051	0.356098319990444	3.20965077925793e-16	0.198524473926276	0.265095228835339	-0.688974439869896	-0.304005831508754	-0.812018620439692	0.417697435469179	0.381514353089623	0.446127268997905	0.358006295319271	0.371139633242845	0.0425451194884345	-0.145432338291864	-0.410384791843962	-0.116809877828024	-0.498153422185036	-0.0189279610161636	-0.271353244890432
"Mesalamine (5-Aminosalicylic Acid)"	0.0961607622069061	-0.435657824665569	-0.101067776637413	-0.575665947170102	0.0866855385199858	0.373175098293241	-0.314363139107662	-0.419638494106355	0.102679554643233	-0.269696181274113	-0.126112614056138	0.0933147497473101	0.00632790328518994	0.161601670450482	0.547728124775869	0.638263881413099	-0.0199819763745311	-0.286963470450619	0.191507106848395	-0.00472077273273233	0.247106839921373	-0.0827540585113726	0.251539959889824	0.192901981926093
"Carboplatin"	-0.896597312446106	-0.456806783420298	-0.528030466810354	0.218975976976519	0.200250875188712	0.201965724697348	-0.356426114963076	-0.163544158430399	0.378042311174629	-0.0951760571167461	0.819284652094664	0.67872234998844	-0.176268794197285	0.351428925809712	-0.115761363160391	0.275598032651371	-0.341693458318284	-0.309365211600952	-0.419855753506746	-0.265453843496634	-0.170041834602927	-0.380242699126748	-0.442260705693352	-0.126304023060025
"Citalopram·HBr"	-1.06945396437649	-0.728076388078242	0.0972507528215099	0.370495536867493	-0.293004134133494	-1.0228026467804	-0.422800417399746	-1.43619147397908	0.712109217444319	0.925389265788429	1.17821427215359	1.2499078676581	-0.525237274909783	-0.323223567551925	0.0152335175492494	0.249248997894688	-0.521179654366457	-0.587547096858608	-0.895830761590029	-0.853095121208533	-0.962600710942479	-0.701297302165448	-0.860446205005994	-0.606344094044812
"Methylprednisolone"	0.357688114489522	-0.1462604181752	0.11794333240284	0.0392684214713088	0.64257913837352	0.159200444962785	0.349901302767395	-0.506544429065781	-0.645921048722248	0.148735752257753	-0.304470366559159	0.165871923436062	0.0499483304665288	0.319702891114556	-0.661813919891959	0.585799456447823	-0.0959987305665931	-0.104017782091216	-0.428263868961398	-0.454858047982273	-0.399299698591702	-0.305929808939212	-0.344393909705365	-0.644631628603827
"Norethindrone"	-0.990595353848595	-0.707350916736319	-0.146607988355107	0.80669296501043	-0.560531302636174	-1.0514703463267	0.0123174906491773	-0.746838504671278	0.883203641379762	0.804465919581286	1.05611225052374	1.05545114038606	0.00504714948565429	0.230038776567942	-0.452399203249301	0.358316712359063	-0.104513515299823	-0.488702477317317	-1.16199865234272	-0.948795999679703	-0.825203052285418	-0.579582634054037	-1.08940062391154	-0.944860097695938
"Penciclovir"	0.130429882898907	0.351616004464643	-0.183009522302313	0.380397743438556	-0.10663451488712	-0.214530714041334	-0.0428255420882315	0.303183612917033	-0.138542344102048	0.0401350926944315	-0.28836510949236	-0.282014816252739	-0.0893693501043334	-0.134141795143087	-0.0518646740609296	0.026442745095595	-0.0527435358669757	-0.600720310735753	-0.291886718360149	-0.368869786222764	-0.276854646131189	-0.263854581382658	-0.211355013328795	-0.416915258280974
"Clarithromycin"	-0.32905714886804	-0.56824986261634	-0.122071030444023	-0.409550836036552	-0.293568556107109	0.128026012575881	0.0584875330336165	0.247710464355408	0.391428535308828	-0.0121894462555488	0.255784274306617	0.430283059777688	0.102169451191938	0.0758572969631007	0.123650005942205	0.00974239183834539	0.0873703848928128	-0.0830845990378797	0.194543447461627	0.196708683988753	-0.130195880496977	0.167794615214378	0.178339736591334	0.240121664206252
"Desloratadine"	-0.778846012401479	-1.57483242829613	0.729927371109567	-0.384995166907155	-0.260013216645704	-1.39754894495857	-0.701507425570029	-0.827691130784367	0.934950751554026	0.915952183594522	1.35030405012029	1.5871501524665	-0.00135306577124433	-0.0994443650990369	-0.180907086680471	-0.344342260198981	0.0515933197310072	0.200368036298299	0.192373083589508	0.514937235241317	0.294106695142278	0.542927127657151	-0.00183540463110887	0.199250530461919
"Estradiol"	-1.44781297596442	-1.36195326439934	-0.702102884897235	-0.0614097749904807	-0.041865974769968	-1.10839138003131	-0.413471673014339	-1.20754324255828	0.390978624770508	0.830472934768886	1.56905187673724	1.45395174789614	-0.448278453667799	-1.07321169360276	-0.0567473744481819	-0.961150324606109	-0.062744408090487	-0.305292359613098	-0.701181185491278	-0.576562705704227	-0.749063225819257	-0.633365324336728	-0.705375439781524	-0.520874667333422
"Amitriptyline·HCl"	-1.67417195090384	-1.73292962677836	-1.71733622272329	-1.87443833082736	-1.78971732198111	-1.81032915401509	-0.79669882678058	-1.53034568891512	1.51668014892997	3.46572910023984	1.77539131370415	1.71491851362135	-0.134245724878717	-1.18023747462591	0.527779491840917	-1.31337438642365	0.273488096512565	-0.353787808535435	-0.892292913706849	-0.805318800049834	-0.604769536201498	-0.723305360194713	-0.864679264956406	-0.78103221041145
"Glimepiride"	-0.172898560313732	-0.0851841505395041	0.181160785576298	0.288284729687297	-0.246253059260578	0.0172971420473574	-0.255760139590838	-0.335118578150238	0.351772346842709	0.153412502468367	0.24367555572426	0.624513327036005	0.277700304908325	-0.513035883957772	0.439682086021411	-0.122203756090647	0.429153998512294	-0.0794801949114631	0.182681112034686	0.247516725289205	0.130098267739743	0.20134004328916	0.147210057555531	0.208810710678245
"Leflunomide"	0.144707143078589	-0.160441385155803	-0.42927064671536	0.438619318632903	-0.0892293582879519	-0.727053261317231	0.692667432485626	-1.41722021895761	0.0318334789706937	1.01523029325858	-0.53905981787572	1.05992034733814	1.03020384848242	1.10357283995787	0.404652087633756	0.823371871355229	0.700035814288269	0.491123695409963	0.0961551568113421	0.294287878691961	-0.0829506955373283	0.19761572198534	0.00702648892511768	0.334662397833791
"Metoprolol Tartrate"	-0.347439495093228	0.319015914164933	-0.157832711929773	0.238151501076811	0.0582179571800774	0.0176214473305591	0.648791511510754	0.476329807777111	0.0912833543341378	-0.191694013947787	0.276718203919752	-0.161237001427221	0.881241480665665	0.677844611403318	0.410853386830859	0.165578868109577	0.788829188546699	0.479244428656073	0.276021839051767	0.412245123497028	0.1854037966833	0.434042034140054	0.206897630516193	0.212693093289503
"Methimazole"	-0.145513895327992	-0.165557813045949	0.104566357564607	0.13706988106325	0.178359888493395	-0.114407642501826	-0.345619743288401	-0.724186007114624	0.060767872209404	0.252377548504868	0.300691609893582	0.377357309226282	-0.0650683241879978	-0.00744561712375879	0.249075084273281	-0.204521421852789	-0.070869866592934	-0.523500667505565	-0.0191809549636967	-0.187242525066892	-0.204287834258602	-0.132478810045791	0.0571936054748502	-0.054911249334022
"Nystatin"	-0.559608282541266	-0.533233971121804	0.0638661315832748	-0.0141116197532268	0.105846165450079	-0.225725335291352	-0.267125954006052	-0.178994288409717	0.452546035753879	0.522536681083797	0.749408536477765	0.711554743504147	-0.414339674233077	-0.0324015581300213	-0.343532311914617	0.293477952320969	-0.46422198594649	-0.348787453996006	-0.0246669739426704	0.274904181520369	-0.0193483953151642	0.306534168380065	-0.231601397129992	-0.126465180033182
"Clopidogrel Bisulfate"	-0.472370265293315	-0.176878837321281	-0.316305655132278	0.207639575678063	0.0512759547930785	-0.161306878745239	-0.415167853990964	0.144487521200393	0.308464419712288	0.243936767970826	0.522698623174547	0.401155431322697	-0.0344635802255235	0.34754343159445	-0.274674069505595	0.184535697237502	-0.14825606201531	0.0331010841287325	-0.0263273470567061	0.0643422839939729	-0.15189410612425	0.307484131974795	-0.0714788991947673	-0.0337277286251314
"Diclofenac·Na Salt"	-0.0981067523477666	-0.565200602105241	-0.323309426791773	-0.132920377983214	0.251182031964046	0.102718366055162	0.201231133235747	-0.0601182422314825	-0.0707843763842172	0.0876559650532555	0.127975206052269	0.619608069898816	0.180682043370558	0.358008880866111	0.110594978347028	0.215271445799783	0.126479069367435	0.306559450215058	-0.238042011255373	-0.402498285123544	-0.254620198169717	-0.232512633474698	-0.138321397895006	-0.140909559091054
"Etidronate Disodium"	-0.163665726665439	0.033518831790796	0.0785138401675752	0.356585329523671	-0.28885956383	-0.0183011034944097	-0.133259845407328	-0.516118303068559	0.288576142591867	0.104795162840749	0.297416382266113	0.247907851897044	0.313645779428618	0.126728671665699	0.357243301797652	0.446038271044237	0.309612996252205	-0.17397528427762	0.25234961193014	0.164361405252795	0.154060985083674	0.0138815783777689	0.277470773098945	0.216945288091075
"Fluocinolone Acetonide"	-1.05973945716988	-0.321708696564622	-0.676277921932539	0.761768017012062	0.490939268119695	-0.269020779950102	0.271998392552122	-0.402166292841819	0.05044856404448	0.433546076070463	0.8109331169753	0.733764792940679	0.0501095482065013	0.2758446497965	0.0259635308684045	0.384085518101059	-0.0671575885992189	0.169034187223589	-0.147561235993179	-0.207191025164679	-0.225833024924891	0.05480190192232	-0.103758363025941	-0.447045184625398
"Hydrocortisone Acetate"	0.0946222078578287	0.290820754844161	0.00365203301261956	0.347625715089728	0.477232762717496	0.251519098570445	0.317321425355707	0.175296748155864	0.264416952507675	-0.426516867698871	0.226401961741383	0.0702183225005215	-0.20956448873598	0.127170384893803	-0.0105388867181292	0.433374395279569	-0.273454207266486	-0.583425080869467	-0.0329209104627788	0.0127996928810203	0.0599521373997724	0.423310988356259	-0.0567127612272254	-0.630287143283197
"Idoxuridine"	-0.445865418460964	0.0402552547531098	-0.211965697115991	0.343216487555724	-0.477227944346202	-0.100094841135178	0.447137493466649	0.477441427334136	0.531910446580652	0.334224976476445	0.39771400353801	-0.00964387127742054	-0.0998243479868344	-0.107915458585426	-0.421767734599328	-0.213119406169889	-0.0888098871307462	0.189764897101689	-0.00143669487836139	0.349169476402422	-0.303936029786008	0.173191377615859	-0.109743796663303	0.127189620479014
"Losartan Potassium"	-0.19617838655599	-0.196670988414055	-0.0329481237870795	0.150115078406617	-0.65440713704972	0.0864465293702648	0.477331799374203	0.0987744423496571	0.545436090093727	0.148527403165941	0.224515801971163	0.239921024264043	-0.201478288353548	-0.258979569374962	-0.118920957225635	0.0258152296139178	-0.166349878855422	-0.0106751886837342	-0.204075988518765	0.241209001473322	0.0113082625961679	0.180770940814681	-0.332594733798835	-0.179433957353659
"Minocycline"	-0.179611501678169	-0.509214584342974	-0.320644412541183	-0.333867795712002	-0.313598023492305	0.292044105859374	0.373116289236728	0.356990978395975	0.150041103781663	0.262581179069475	-0.066842856732742	0.162780955920807	-0.431280613357967	-0.287886788370524	-0.495492408821843	-0.0268689820448874	-0.450383499656823	-0.286256780283851	-0.408329434482018	0.147034240253375	-0.170577070697632	0.400882428364431	-0.548184598006397	-0.552008651706775
"Omeprazole"	-0.364041965555397	-0.344757124714182	-0.150499286629947	0.203274118296039	-0.238705229318569	-0.121847933058025	0.339544208945302	0.180626738509457	0.507717861156947	0.431661617278441	0.355529364921169	0.451195852776914	-0.574586371987718	-0.302804487898571	-0.70766965692712	0.0052252012964303	-0.606679997918001	-0.348587330892688	-0.442451786840194	0.0459235779655598	-0.0123104635541596	0.0917905628528707	-0.533805816367726	-0.448432190938942
"Orphenadrine Citrate"	-1.53942589581579	-1.22562528931598	-1.4293266821864	-0.320353025196281	0.337053941664269	-1.15403554610111	-0.291093759677319	-1.35815462574816	0.821507897089446	0.946967399402244	1.5469452247729	1.42684006485708	-0.610744306180407	-0.603080488831676	-0.46944062393949	0.0478699480135152	-0.57612963690088	-0.451031477497186	-1.23481153360405	-1.00061728261566	-1.16440716789097	-0.748951789109065	-1.21994197715562	-0.879680548760297
"Diflunisal"	-0.345148267504609	0.206058206366892	-0.118283706799554	0.274077694725692	-0.432864272232361	0.327178176060655	0.36501512847419	0.51237334145766	0.444664070783674	-0.134314144215668	0.359235733164768	-0.153119885483683	-0.247060847955776	-0.489456061694624	-0.154546544211132	-0.194590357528723	-0.176849710234098	-0.371638496462628	0.123144815014742	0.404972830466751	-0.100195105228838	0.0799268619433864	0.00987619625502565	0.284651787083211
